customer_id,recency_days,frequency,monetary_value,avg_order_value,payment_method,total_returns,return_rate,total_sessions,active_days,engagement_score,total_tickets,avg_resolution_days,open_tickets,top_category,top_brand
09583fb7-a609-43d9-8948-169bf3d30484,71,5,2370.5599999999995,474.11,Cash,0,0.0,4,4,0,2,20.5,2,Clothing,"Johnson, Martinez and Whitaker"
09583fb7-a609-43d9-8948-169bf3d30484,71,5,2370.5599999999995,474.11,Credit Card,0,0.0,4,4,0,2,20.5,2,Clothing,"Johnson, Martinez and Whitaker"
0966c46b-c9ab-41ef-83c7-b004b316e818,687,1,209.73,209.73,UPI,0,0.0,1,1,0,2,0.0,2,Sports,Johnson PLC
0a9816df-4dfb-4898-be5f-6e6d94acc35f,188,4,1933.97,483.49,UPI,1,0.25,5,5,0,2,19.0,1,Electronics,"Vance, Johnston and Mays"
0a9816df-4dfb-4898-be5f-6e6d94acc35f,188,4,1933.97,483.49,UPI,1,0.25,5,5,0,2,19.0,1,Electronics,"Vance, Johnston and Mays"
0a9816df-4dfb-4898-be5f-6e6d94acc35f,188,4,1933.97,483.49,Wallet,1,0.25,5,5,0,2,19.0,1,Electronics,"Vance, Johnston and Mays"
0a9816df-4dfb-4898-be5f-6e6d94acc35f,188,4,1933.97,483.49,Wallet,1,0.25,5,5,0,2,19.0,1,Electronics,"Vance, Johnston and Mays"
0aa88fe9-ce5c-475d-a96a-a7db418de2b9,120,2,1889.1000000000001,944.55,Credit Card,0,0.0,5,5,0,2,0.0,2,Sports,Johnson PLC
0aa88fe9-ce5c-475d-a96a-a7db418de2b9,120,2,1889.1000000000001,944.55,Cash,0,0.0,5,5,0,2,0.0,2,Sports,Johnson PLC
0ab1e325-e025-4aa3-801c-41a332b8f452,94,4,1119.67,279.92,Credit Card,0,0.0,3,3,0,0,0.0,0,Home,Taylor PLC
0ab46f96-b254-4c64-b4d2-6c8086ccc022,143,5,1126.9,225.38,Wallet,1,0.2,3,3,0,1,21.0,0,Home,Greene Group
0ab46f96-b254-4c64-b4d2-6c8086ccc022,143,5,1126.9,225.38,Wallet,1,0.2,3,3,0,1,21.0,0,Home,Greene Group
0ab46f96-b254-4c64-b4d2-6c8086ccc022,143,5,1126.9,225.38,Credit Card,1,0.2,3,3,0,1,21.0,0,Home,Greene Group
0ab46f96-b254-4c64-b4d2-6c8086ccc022,143,5,1126.9,225.38,Credit Card,1,0.2,3,3,0,1,21.0,0,Home,Greene Group
0ad9f0e5-48dd-4a28-b427-efbf54e1eb2a,64,8,4584.820000000001,573.1,Wallet,0,0.0,2,2,0,1,28.0,0,Sports,Hill-Hernandez
0b053013-7e02-4cfb-b36d-7bf141b300a0,137,4,3057.9,764.48,UPI,0,0.0,4,4,0,2,24.0,2,Clothing,Vance-Strickland
0b372d62-258b-473e-bd28-2ac2ff0bd7d5,318,4,2581.44,645.36,UPI,0,0.0,1,1,0,0,0.0,0,Grocery,Juarez-Berger
0b57ae4f-396e-4af0-bc00-5364cb5ca694,157,8,3697.97,462.25,Credit Card,1,0.13,1,1,0,1,10.0,1,Sports,Sanchez Ltd
0b57ae4f-396e-4af0-bc00-5364cb5ca694,157,8,3697.97,462.25,Credit Card,1,0.13,1,1,0,1,10.0,1,Sports,Sanchez Ltd
0b57ae4f-396e-4af0-bc00-5364cb5ca694,157,8,3697.97,462.25,Wallet,1,0.13,1,1,0,1,10.0,1,Sports,Sanchez Ltd
0b57ae4f-396e-4af0-bc00-5364cb5ca694,157,8,3697.97,462.25,Wallet,1,0.13,1,1,0,1,10.0,1,Sports,Sanchez Ltd
0bcb156b-4723-4bb0-80a0-d2b8381b7c20,16,6,3881.2000000000007,646.87,Cash,0,0.0,3,3,0,1,27.0,1,Home,Cortez Inc
0bcb156b-4723-4bb0-80a0-d2b8381b7c20,16,6,3881.2000000000007,646.87,Wallet,0,0.0,3,3,0,1,27.0,1,Home,Cortez Inc
0c399ace-490a-4282-8749-68a2c0a42ac3,40,7,2993.29,427.61,Cash,0,0.0,3,3,0,1,0.0,1,Sports,Boone Group
0c803713-51f9-4152-b85b-db11a42e8d5e,214,5,3358.6,671.72,UPI,0,0.0,0,0,0,0,0.0,0,Electronics,"Haas, Bishop and Davis"
0cacf360-9226-4ffe-86b6-ae76c8b7cb8c,56,7,4000.26,571.47,Credit Card,0,0.0,4,4,0,0,0.0,0,Sports,"Haas, Bishop and Davis"
0cc0264b-4bce-4a9e-b691-71707c7fc23b,47,6,2078.5,346.42,Cash,0,0.0,5,5,0,2,12.5,1,Home,Barrera-Mullen
0cdbdb82-a5eb-4ecc-8f18-c3f9a8d28afc,110,6,1966.9300000000003,327.82,UPI,1,0.17,1,1,0,0,0.0,0,Clothing,Hernandez Group
0cdbdb82-a5eb-4ecc-8f18-c3f9a8d28afc,110,6,1966.9300000000003,327.82,UPI,1,0.17,1,1,0,0,0.0,0,Clothing,Hernandez Group
0cdbdb82-a5eb-4ecc-8f18-c3f9a8d28afc,110,6,1966.9300000000003,327.82,Wallet,1,0.17,1,1,0,0,0.0,0,Clothing,Hernandez Group
0cdbdb82-a5eb-4ecc-8f18-c3f9a8d28afc,110,6,1966.9300000000003,327.82,Wallet,1,0.17,1,1,0,0,0.0,0,Clothing,Hernandez Group
0ce573e6-1100-4458-bf3a-151e2c80aa58,4,7,3708.97,529.85,Credit Card,0,0.0,2,2,0,0,0.0,0,Sports,Underwood-Obrien
0ce573e6-1100-4458-bf3a-151e2c80aa58,4,7,3708.97,529.85,Cash,0,0.0,2,2,0,0,0.0,0,Sports,Underwood-Obrien
0de66751-72f2-42cc-bdaa-2e7056d286dc,53,5,2890.79,578.16,Wallet,0,0.0,1,1,0,2,26.0,2,Clothing,Vance-Strickland
0dea09d1-3b36-4490-b101-d8522b44f224,109,3,3880.11,1293.37,Credit Card,1,0.33,1,1,0,0,0.0,0,Clothing,Carr LLC
0df06801-0bfc-4771-9242-16e309ae8efe,28,6,2369.91,394.98,Credit Card,0,0.0,4,4,0,0,0.0,0,Clothing,"Fuller, Franklin and Francis"
0df44bb2-062d-4b3d-a298-4453cf6afb5b,33,5,1880.46,376.09,Cash,0,0.0,0,0,0,4,3.0,3,Grocery,Johnson-Haley
0df44bb2-062d-4b3d-a298-4453cf6afb5b,33,5,1880.46,376.09,UPI,0,0.0,0,0,0,4,3.0,3,Grocery,Johnson-Haley
0dfc6c38-0f2a-49ca-99ce-1356d4c11df4,82,9,5787.29,643.03,Credit Card,1,0.11,5,5,0,0,0.0,0,Electronics,Mclean Group
0e37e16e-631b-4c59-8e1a-1f74e1e0970a,133,1,47.28,47.28,Cash,0,0.0,5,5,0,0,0.0,0,Electronics,"Morgan, Anderson and Le"
0e98cf8e-d38b-4dc1-91bd-3c4bcf581735,107,8,3082.04,385.26,UPI,0,0.0,1,1,0,1,0.0,1,Electronics,Bolton Ltd
0f090cdd-5610-4dc4-aca6-bd9c7f473c06,215,6,4070.7899999999995,678.46,Credit Card,0,0.0,2,2,0,0,0.0,0,Clothing,Herrera and Sons
0f090cdd-5610-4dc4-aca6-bd9c7f473c06,215,6,4070.7899999999995,678.46,Wallet,0,0.0,2,2,0,0,0.0,0,Clothing,Herrera and Sons
0f090cdd-5610-4dc4-aca6-bd9c7f473c06,215,6,4070.7899999999995,678.46,UPI,0,0.0,2,2,0,0,0.0,0,Clothing,Herrera and Sons
0f1bd41d-8b5c-49db-a02a-41e478ece28a,143,3,1551.6699999999998,517.22,Credit Card,0,0.0,3,3,0,3,8.0,3,Sports,"Lee, Black and Howell"
0f1bd41d-8b5c-49db-a02a-41e478ece28a,143,3,1551.6699999999998,517.22,Cash,0,0.0,3,3,0,3,8.0,3,Sports,"Lee, Black and Howell"
0f1bd41d-8b5c-49db-a02a-41e478ece28a,143,3,1551.6699999999998,517.22,UPI,0,0.0,3,3,0,3,8.0,3,Sports,"Lee, Black and Howell"
0f5f4473-9076-49f2-9622-02e142d414f5,248,4,1482.24,370.56,Wallet,0,0.0,6,6,0,1,2.0,0,Sports,"Davis, Ashley and Miller"
0fbca02c-808e-4f26-8b7e-d0d8ba1b9f9d,57,6,1712.7399999999998,285.46,Wallet,0,0.0,2,2,0,1,0.0,1,Electronics,Mccoy LLC
0fbca02c-808e-4f26-8b7e-d0d8ba1b9f9d,57,6,1712.7399999999998,285.46,Credit Card,0,0.0,2,2,0,1,0.0,1,Electronics,Mccoy LLC
0fbefe9c-d502-48f8-b553-16987e9e50eb,140,8,4820.0,602.5,Cash,0,0.0,1,1,0,0,0.0,0,Sports,"Morris, Arnold and Edwards"
0fc01194-0227-4117-b5a8-7dac7a8568d5,27,5,2546.0699999999997,509.21,Wallet,0,0.0,3,3,0,1,4.0,1,Clothing,Ferguson Ltd
0fc01194-0227-4117-b5a8-7dac7a8568d5,27,5,2546.0699999999997,509.21,UPI,0,0.0,3,3,0,1,4.0,1,Clothing,Ferguson Ltd
0ffe43ad-523e-44eb-87c8-744f028d31f8,9,8,3175.66,396.96,UPI,0,0.0,3,3,0,2,2.5,2,Electronics,Gonzalez Inc
105598a4-9065-4f2b-9524-3eebf8c7ccf1,44,6,3964.4,660.73,Credit Card,0,0.0,2,2,0,3,4.0,2,Grocery,"Jones, Gamble and Taylor"
10a44a0b-4dbe-4797-af9b-4f55ea2bc2ad,217,6,3886.85,647.81,Wallet,0,0.0,2,2,0,2,20.0,1,Clothing,"Hamilton, Alvarez and Marquez"
111bd723-0c2a-4eae-a202-13fc0389d063,445,3,1497.52,499.17,Cash,0,0.0,1,1,0,3,17.0,3,Clothing,"Ford, Ward and Smith"
1125967e-6a80-4315-a54c-a875af3937fa,54,2,740.1800000000001,370.09,Credit Card,0,0.0,2,2,0,0,0.0,0,Grocery,Juarez-Berger
112f2f53-935b-438f-acca-dcd2daf406f4,244,2,147.60999999999999,73.8,UPI,0,0.0,2,2,0,1,0.0,1,Sports,Davis Inc
112f2f53-935b-438f-acca-dcd2daf406f4,244,2,147.60999999999999,73.8,Credit Card,0,0.0,2,2,0,1,0.0,1,Sports,Davis Inc
118312cb-d3f4-4045-a75d-178977c34a1e,83,6,3894.54,649.09,Wallet,0,0.0,0,0,0,0,0.0,0,Sports,Fleming-Spencer
119d4ac5-d08f-4f54-a4c8-e40ad15c5aff,223,6,3772.4799999999996,628.75,Wallet,0,0.0,1,1,0,0,0.0,0,Home,Meyers-Taylor
11a73b6c-b6f1-40a7-b77f-b8093945dce5,11,4,4025.26,1006.32,UPI,0,0.0,3,3,0,1,2.0,1,Sports,Coleman Inc
11d97d10-4b60-489e-ae29-27e2ff01fc88,371,4,2859.25,714.81,Credit Card,0,0.0,3,3,0,2,26.0,2,Sports,"Moody, Ramirez and Jones"
11d97d10-4b60-489e-ae29-27e2ff01fc88,371,4,2859.25,714.81,Wallet,0,0.0,3,3,0,2,26.0,2,Sports,"Moody, Ramirez and Jones"
11e84879-613a-41b2-a06e-18fa9075a4da,56,5,3289.25,657.85,Cash,1,0.2,4,4,0,0,0.0,0,Home,"Colon, Cohen and Hobbs"
11eca2f5-18e8-4d37-a2cd-4fa3775eb483,0,5,2431.4300000000003,486.29,UPI,0,0.0,3,3,0,2,16.0,2,Electronics,Parks and Sons
12030c43-b8ab-443d-8230-95753c8ec253,75,7,3501.54,500.22,Credit Card,0,0.0,2,2,0,0,0.0,0,Electronics,Mueller Inc
123661fe-0180-4cc0-a2cb-204ea7e3ed6e,42,5,1661.76,332.35,Credit Card,1,0.2,4,4,0,0,0.0,0,Clothing,"Adams, Morales and Hudson"
124f4bec-4068-4561-86b0-f87a68c21eff,238,5,3412.57,682.51,Cash,0,0.0,2,2,0,0,0.0,0,Clothing,Peterson-Fisher
124f4bec-4068-4561-86b0-f87a68c21eff,238,5,3412.57,682.51,Wallet,0,0.0,2,2,0,0,0.0,0,Clothing,Peterson-Fisher
126049ae-24b7-4113-846e-7640bff44ae1,37,4,3871.2500000000005,967.81,Cash,0,0.0,0,0,0,0,0.0,0,Clothing,"Jones, Gamble and Taylor"
12777623-d24a-48dc-8bf9-abac53ec809f,291,6,2722.34,453.72,Credit Card,0,0.0,5,5,0,1,12.0,1,Home,Ochoa-Snyder
12811e80-4fe5-483d-a12c-e8f8a7bee44f,197,4,3748.5400000000004,937.14,UPI,0,0.0,4,4,0,1,17.0,1,Sports,Coleman Inc
128bb743-d40a-4913-b9de-143fa15d107f,79,3,2273.2699999999995,757.76,UPI,0,0.0,0,0,0,0,0.0,0,Sports,"Miller, Keller and Flores"
1298b10e-9784-4ae7-99ad-7c548829e4b9,134,5,1731.67,346.33,Credit Card,0,0.0,1,1,0,1,24.0,0,Grocery,Morales Inc
12b6b7d0-bc39-4d00-9702-92a27c1bad3b,14,2,976.38,488.19,Cash,0,0.0,2,2,0,0,0.0,0,Home,Ochoa-Snyder
12b6b7d0-bc39-4d00-9702-92a27c1bad3b,14,2,976.38,488.19,UPI,0,0.0,2,2,0,0,0.0,0,Home,Ochoa-Snyder
12ff6dfd-01ba-4d3a-a8dc-3d607c01f591,49,3,217.92000000000002,72.64,UPI,0,0.0,3,3,0,0,0.0,0,Sports,Morgan PLC
13704379-bfc1-4a32-a2bf-6dd7d4f3e2ba,8,3,2397.24,799.08,Wallet,0,0.0,1,1,0,1,0.0,1,Home,"David, Phillips and George"
13fd6ef0-01d0-4b9a-bee1-f34b4961dc58,86,7,3368.24,481.18,Credit Card,0,0.0,3,3,0,1,21.0,1,Electronics,"Jenkins, Huber and Long"
140d0a93-8ce7-4cd9-9629-43fdd71961e0,126,7,3521.8799999999997,503.13,Wallet,0,0.0,2,2,0,1,10.0,0,Sports,"Lee, Cunningham and Mejia"
140d0a93-8ce7-4cd9-9629-43fdd71961e0,126,7,3521.8799999999997,503.13,Cash,0,0.0,2,2,0,1,10.0,0,Sports,"Lee, Cunningham and Mejia"
140d0a93-8ce7-4cd9-9629-43fdd71961e0,126,7,3521.8799999999997,503.13,Credit Card,0,0.0,2,2,0,1,10.0,0,Sports,"Lee, Cunningham and Mejia"
1417c7ca-376b-4ccd-9b86-4f0269c13888,327,3,368.85,122.95,Credit Card,0,0.0,5,5,0,0,0.0,0,Electronics,Ellis LLC
1417c7ca-376b-4ccd-9b86-4f0269c13888,327,3,368.85,122.95,Cash,0,0.0,5,5,0,0,0.0,0,Electronics,Ellis LLC
