ticket_id,customer_id,ticket_category,priority,status,opened_date,resolved_date
01992c0b-db48-4a24-ae43-e48936adc075,c7a57088-b6c8-43ac-9af3-014da3876381,Technical Support,Medium,Open,2024-10-24,
019b93e6-2a94-407a-b079-629890ef26ce,cc9160db-9004-4167-89db-df49b5c80e75,Order Issue,Low,Escalated,2025-02-20,2025-03-05
019ce0b1-76ab-4b4f-8b9e-feb58543199b,eb59f857-a964-4ba3-a609-5ceb4a078c99,Technical Support,High,Escalated,2025-03-29,2025-04-01
01a7b947-92ad-433c-a62b-76f90d0f18ee,64c89cd8-aafb-495b-9c36-d8955bab09b4,Product Inquiry,Low,Escalated,2024-04-23,2024-05-08
01a926bf-cd0f-4348-b14f-143bb0f3d73c,4547b13d-36f5-4a25-880d-13162d996cc1,Complaint,High,Open,2024-02-18,
01c454dc-1fbc-4622-ac40-dce37809b7e8,879b7032-6c09-42a1-999b-bdc7f7b8339a,Payment Problem,Medium,Escalated,2024-10-14,2024-11-02
01c9bfdc-0f74-482a-9fae-678e222a5369,d4678fea-f09c-4bc4-9ef6-33bad7bda109,Payment Problem,Low,Open,2024-04-02,
01ca9851-ed04-43ac-b9c5-af00b4dd4eb4,952abbfb-58cc-42af-8d53-dce806c35ce3,Order Issue,High,Open,2024-10-03,
01e166b6-c403-4d97-80e8-fca6c2b25178,f877f474-188b-4a94-88ff-ae04ed81c269,Technical Support,High,Resolved,2025-08-12,2025-08-15
01e77d65-4774-4f75-9489-78c3ff8ab38e,ab08682b-fe6a-4a50-aa29-05d2257b10f2,Order Issue,Medium,Open,2024-01-11,
01ed1d1b-e1ca-40a9-9261-00a4a27de2cf,b2499248-65cb-4fa7-bbe8-4e2f5988da38,Complaint,Medium,Open,2024-11-15,
01ee7d7a-ad4e-47cb-8bb2-18baac981a29,9f52c33a-66c3-45b6-86db-7785ea52272d,Order Issue,Low,Resolved,2025-05-27,2025-06-17
01f12002-0c56-4e16-836b-1c6e06439487,959a6c7b-d9d5-42e0-a36a-ebe8494b26ab,Complaint,Medium,Pending,2025-08-08,
01fa13a0-0430-4fab-8586-08e7a1cdbd57,dabd6abc-dc2a-4e96-b279-ad9b26168f81,Order Issue,High,Pending,2025-06-08,
01fbe970-83f3-4a73-b349-92f924564451,93d411ef-9d26-40c0-bb9b-7f8df506d3f8,Complaint,High,Escalated,2023-09-21,2023-10-08
0213779a-6f4c-457f-a11e-87458c3306bd,3993b270-ded0-4916-ae1d-dfc2ae4fb6fe,Complaint,Medium,Resolved,2024-12-07,2024-12-17
021ae3ce-85c7-4974-a4a3-b0688920af40,d16488cb-a924-44e2-aa5f-6f4257033923,Payment Problem,Medium,Escalated,2025-04-27,2025-05-21
021ed5df-2594-418d-a7ca-e389121d650f,0a7eebd6-844d-414b-93dd-07f23583cb59,Payment Problem,Medium,Resolved,2023-12-05,2023-12-19
02247a14-20ea-4019-b180-c77a2a054b44,9ba0d6b8-7c38-41f3-b1f7-2465eec8c23d,Payment Problem,Low,Escalated,2025-02-03,2025-02-23
0224f931-c356-40a6-baf6-e0889c6ab174,b71e7d13-ee0a-43b2-89e7-0eeeb8e688f1,Payment Problem,Low,Open,2025-01-07,
0227e75f-64df-4097-9327-6cb033cd875a,9a5c4c57-32ae-48d6-89eb-323fc0d56561,Order Issue,Medium,Escalated,2025-05-23,2025-05-27
022bc109-0d41-48be-a1da-ccae5d9fa727,1b7f1b04-e34c-4d55-baaf-18f3bcf648e6,Payment Problem,High,Resolved,2025-08-23,2025-09-19
022f975c-3b17-4b33-9c59-0ed0e5aaee78,bbc0d2d6-18cc-45dd-9a07-8ce038db1318,Order Issue,High,Escalated,2024-07-28,2024-08-19
02305f7f-d4f2-4143-86ef-7d9592e46d31,f801b0eb-bec2-4023-b027-0169d09e98f7,Product Inquiry,Medium,Escalated,2025-09-06,2025-09-17
0231f74f-db0e-4483-9472-c6d6b1f2ad3d,b657eccb-cab3-4e1c-9c70-b13497dc60cb,Complaint,Low,Escalated,2025-07-15,2025-07-18
02338ee3-7467-4825-bf39-52da06afb1c2,138ee057-e4d2-4b4d-8e88-4db5744bdcaf,Complaint,Low,Pending,2024-02-15,
0235af21-6439-4924-9ea5-103a958b6cd3,152a7772-31e7-4a7f-bbf0-78d2b1646212,Complaint,Low,Pending,2024-02-02,
023919f3-7937-44b4-af97-822c34d424c5,4601bf2e-d9a0-4bf7-85f4-e9ceb9b18127,Order Issue,High,Resolved,2023-09-28,2023-10-26
024fe8b7-a4b3-44eb-aa6e-150ada8fb3dc,14e35f38-c379-45d6-8fdc-164622902576,Order Issue,Low,Escalated,2024-05-24,2024-06-03
0266d1b3-745c-4ebb-8ed7-7f94d712135e,128ef080-706f-405c-a21a-55db656a1e61,Payment Problem,Medium,Open,2023-12-04,
026fa495-acb2-4c05-8c0e-05b32871f27e,a9b5b903-942c-408a-88b9-d826900f5e38,Technical Support,Low,Pending,2024-02-02,
028401ac-bddc-451a-b78e-182b6d5428a1,9703a009-ce94-4a9b-8f78-9395dc6fcc86,Complaint,Medium,Open,2025-07-22,
0284402c-715a-4d9a-ac08-fec09648f2c4,c106fa75-8e8f-47b0-96e2-58f56ca532db,Technical Support,Low,Resolved,2024-05-31,2024-06-26
029912fa-81f8-4c19-aab2-2977b7078ede,b99bcce2-edd2-490c-8554-9f03ca51727b,Order Issue,High,Pending,2024-03-12,
029baa98-7237-4d78-9ed3-792a7f6747cf,174911ef-6fe6-4b60-bffb-b75947025764,Technical Support,Low,Open,2024-01-27,
02a0d645-e201-448a-9c54-6ce018631d3c,f932b588-d86e-4964-9211-d4b71c749128,Product Inquiry,Low,Open,2024-09-28,
02a54715-ad6e-4041-a640-97ef0cc574e7,3dfb600e-bfc5-41f6-a410-a902ad744735,Product Inquiry,Medium,Escalated,2025-03-13,2025-04-02
02ab4fa2-65d0-48f6-ac32-d0bac9edc54e,9db09858-a64e-48f8-a8f9-b0a13ec5d730,Order Issue,Medium,Pending,2025-04-29,
02ac1420-83f5-4c81-aef8-6690916ca2fb,442bcff4-1750-4e6f-a2e9-264ae7fffee3,Payment Problem,High,Escalated,2025-08-14,2025-08-19
02b1d299-4dab-4bd8-ae52-066b829370de,864de413-690c-4a53-94c6-49013850de93,Complaint,Low,Resolved,2024-12-01,2024-12-09
02cb837e-9029-489e-a070-71cac21b9a76,0c27bbf6-812b-4934-9708-040c13f9fe12,Order Issue,High,Pending,2025-08-21,
02d147a7-f9ce-4282-9127-086194aaece9,841148e6-6d2c-4680-bfcd-43c3fc6afaa3,Order Issue,Medium,Escalated,2023-10-04,2023-10-31
02e371ce-1227-4017-8c32-64692e452645,028a8ea5-ee59-4073-9442-086dd8cd3808,Product Inquiry,Medium,Open,2023-10-25,
02eb1db8-3e79-4cf5-9197-0b9371dec87e,d6552ff1-502a-42ea-812c-dc23b69732a1,Technical Support,High,Resolved,2024-12-25,2025-01-21
02eb92d6-43be-419c-b844-690131466b12,00b25f54-e8af-4781-abf3-c0740a861f13,Order Issue,Low,Open,2024-02-01,
02f71d67-e29e-4fa0-9a5e-99df7ef3767e,dd666f82-20b0-42ea-9f76-ffc6fd25d28b,Complaint,High,Open,2024-09-22,
030fb013-8977-4439-820b-5569c65a1123,c9f8cee8-4f7a-4c11-9ca7-72c63d9a596f,Technical Support,Low,Escalated,2024-02-07,2024-02-29
03119947-1fab-49ac-b451-9ffd85cb56d3,d6cf7bd3-b204-42dc-86e6-e944be7578c4,Product Inquiry,Medium,Open,2025-05-06,
031a293e-eca2-4948-864c-6431a3cef4d0,7d4f09be-ec64-4779-88b6-6fcec8a94dc2,Payment Problem,Medium,Escalated,2023-09-26,2023-10-05
031a5473-3363-45e7-a276-e5313b9f242e,4eee9cb6-8284-4071-891c-fdb2d729ca42,Technical Support,Low,Open,2025-04-25,
0323c60f-d92a-4350-8779-46accd9e9cb9,39987b66-54d4-4fed-9de4-4332d8a59d96,Order Issue,High,Escalated,2024-01-30,2024-02-13
032c57c8-4024-4915-b0f4-71850ea7b7d0,ef98d31a-696b-4b09-bb41-f415de417b31,Technical Support,High,Pending,2024-06-06,
032fecb3-f809-45b4-bf74-8226a63969dd,0116b27f-f261-42d6-95d1-fc1a2c64d2ee,Order Issue,Low,Resolved,2024-11-06,2024-11-08
0333e0e6-5655-49bc-8dda-15fcb6d7d990,d9cf7696-e811-4d96-8d80-42ce549aac63,Payment Problem,High,Open,2024-06-13,
033bf114-9443-4517-ba87-afc10706d7ea,e5dd46e4-ba8d-4357-93e1-0e8b84bd5192,Payment Problem,Low,Escalated,2025-03-01,2025-03-24
033cc706-6e58-40be-8342-07c9f3dfa14d,9110d65c-85a9-49ad-8d07-3b9356daa5a2,Payment Problem,High,Pending,2024-12-12,
033eddb3-d12d-40c8-97b2-f74c2f3fff87,ed599c05-ac4c-4f1f-8a07-710aa86826c4,Payment Problem,High,Pending,2025-07-15,
03431dbf-6e0e-443f-b5c9-9561ad35bda5,b41637af-8179-41d7-bcbd-3729294b345d,Technical Support,Medium,Escalated,2024-03-02,2024-03-29
034612d5-fc75-4760-8f2d-75286ed8e463,03063d08-27ec-412c-9b1d-cb68470dbe91,Technical Support,Medium,Pending,2025-03-30,
03498734-266d-4f24-88c0-b826467d2cab,6a0868fa-9b8c-494d-bdbb-a6be90120498,Technical Support,Low,Resolved,2024-09-01,2024-09-08
034b7a1d-fa67-4b6e-8718-830f2637439f,2dc7b448-333c-4065-bb70-da674a7caed2,Technical Support,Low,Resolved,2023-11-17,2023-12-06
034f3cc8-4c69-4d7a-8d01-e75fa2ee6e04,05f5ee3f-9a87-4c69-9fda-086411a84e0c,Order Issue,High,Resolved,2024-12-02,2024-12-06
034f7b50-c25a-4e60-af38-0c6e2d0fbfbe,19883ab3-752a-48b7-9814-373386959717,Product Inquiry,Medium,Escalated,2025-02-24,2025-03-02
03541604-a4ff-49ee-bb8d-763c66082a98,4fcb3963-032e-48da-91a4-9f09743e9b98,Technical Support,Low,Escalated,2024-10-03,2024-10-30
035932a2-01a9-41e3-a6ec-e947be7c74ef,f5867982-dd95-4f1f-9512-c03778455c5f,Product Inquiry,Low,Pending,2024-12-27,
0363bcc0-9001-4257-a84a-1171f455fe0c,7bcff15e-49d1-4238-8339-36b5307db49d,Product Inquiry,High,Escalated,2024-07-11,2024-07-13
036cbb82-4c98-4789-b509-5febc7b795d2,1c95ca9a-ca3a-4d92-85e2-c38067bb9f60,Product Inquiry,Low,Pending,2024-03-23,
037b5b58-4713-4d9b-8596-62bd217a73a1,c8921dac-7fe7-40e0-919b-cd9f3e23e91d,Product Inquiry,Medium,Resolved,2024-06-12,2024-06-21
037d3dd8-0d46-4767-b149-e71b2debc800,8a62d8d1-52aa-484e-b5af-0caa92e3b6eb,Technical Support,Low,Pending,2025-08-26,
0386ca73-c141-4c44-84d2-13aae2303575,ca62220d-3007-4800-9c92-d5ca9cea3287,Technical Support,Low,Pending,2024-02-24,
03940596-4f43-4a45-afff-bbc95207a660,978752ab-c4d6-4b80-8795-9e9e3784b3be,Order Issue,High,Open,2023-11-27,
039c4808-9bee-4615-b652-34478125aead,e0bbf1c0-2fdb-4cc5-8cf3-13dc84acbfc0,Technical Support,Medium,Open,2025-04-21,
03a01319-9285-41ba-b2c0-8c65b3b0f3fd,c19aec7f-4e22-4c4a-9494-f43ad793cbb0,Technical Support,Low,Resolved,2024-09-27,2024-10-07
03a81a7f-b342-4153-92a9-3ba4e676388a,42d5d07a-f007-4fd2-b3cc-47f88797fb93,Order Issue,Low,Resolved,2025-01-01,2025-01-07
03b8e36a-a93e-40b5-bf2b-9732535004ed,19de55e7-f1ba-421d-a9b2-47c7b6f77eeb,Order Issue,High,Pending,2024-02-19,
03c1db87-360b-4bcf-89bb-7e96a2c007a2,18632d4f-e46b-43f4-9336-71e5b2d089a4,Product Inquiry,Low,Pending,2024-06-08,
03c5cecd-2bcc-45f9-af56-32a1fd89010f,7e6b7c25-a35a-43a6-90d6-ee671d9f0201,Technical Support,High,Open,2024-08-07,
03c913c0-9962-405c-b6f8-1acfa0dfb3ac,e28d3730-377c-43c6-8bbc-1b177520d98f,Complaint,Medium,Open,2023-12-24,
03d7869a-4345-46c4-8fad-a363d4931cb3,ed83c536-eeca-48b7-a64f-4ba29cda0586,Payment Problem,High,Resolved,2024-11-05,2024-11-29
03dae975-25ae-4c5b-93f5-68c7758d1574,a223311c-d71f-4c31-9615-34daaeda9abb,Product Inquiry,Medium,Open,2025-06-20,
03de918b-c22a-4787-99d9-5937c767554a,bb7350c2-3d7a-4059-a896-2f0b6b1b0c46,Technical Support,Low,Open,2025-06-27,
03df9232-36bf-4aba-8b45-61bdf132cd87,ab13eaaa-ec3d-4020-891f-4caf9ff5c3bc,Technical Support,Medium,Open,2024-10-27,
03e8a811-1da9-4e36-bd13-75a861868b7e,d5ba49d5-a49f-45b4-983d-f6eae16dad66,Order Issue,High,Open,2023-09-25,
03f392f8-16bd-42cb-9ec2-2f7b2c39fe0e,70d17503-b31e-4d60-9b1a-451e6da6e4e0,Payment Problem,Low,Escalated,2025-01-28,2025-02-26
03f666f8-2ab0-448a-8eb5-d582c992bf87,8f8e2d00-3c75-461b-88b6-7bfd05071615,Technical Support,Medium,Pending,2023-12-31,
03f79f1e-bd71-4d81-a40d-b2a5f411c2f3,bcd5551b-04e2-47d3-909c-3f90d299dcb7,Order Issue,Low,Open,2024-05-11,
03fe14b5-d34d-462a-81e7-368ec6cc251c,3d780599-a56c-4430-b12d-cdf312b23c18,Complaint,Medium,Escalated,2023-11-01,2023-11-10
040334b9-a1e0-4941-82d0-38515ddd1420,5fff9643-4af0-4b53-b14b-f6370fe3ac75,Technical Support,Low,Pending,2024-02-26,
04075508-96a2-4b5d-8be7-1f2f170e6c4e,e7035193-e7a7-4ddc-83c1-99cd47f8e93b,Order Issue,Low,Escalated,2023-12-19,2024-01-06
0409aa1f-9ff7-4c31-af35-ee1d2b3e7b9c,d2f9713f-530d-4c04-8b1e-dad7e9e5aeae,Complaint,High,Open,2025-05-22,
040cf212-1d85-4c3a-8d63-7ba012bafab6,d167e980-8248-46fc-b2b4-501c37231aa8,Technical Support,High,Resolved,2025-05-17,2025-05-26
041024c0-653b-4d1b-932b-222ab6fe8597,b71e7d13-ee0a-43b2-89e7-0eeeb8e688f1,Order Issue,Low,Escalated,2024-02-12,2024-02-24
04136713-ce19-456f-aa2b-0344c3b0c3b8,29379f08-01e8-450f-9eae-aaab291f0707,Technical Support,Low,Pending,2023-12-05,
041715c2-6d9b-47bf-a86c-f47dc093929f,d2a32dfd-3e4d-4cca-890a-139c615c39c5,Complaint,High,Resolved,2023-11-02,2023-11-05
0417a9ef-2c1b-41b7-9546-6861b5924c77,005dc440-be6c-4225-8eb4-cbf64d0ac5e4,Payment Problem,High,Escalated,2025-03-31,2025-04-01
041e978b-3927-42a8-b573-771a06610fd7,00341d4c-4739-4285-9e5d-5627fefd2f4e,Complaint,Medium,Open,2025-07-26,
04262d01-9d4e-4736-ac67-0c37b24e7066,642cfaa8-7bfb-41cd-b04c-f8061c2471c8,Order Issue,Medium,Pending,2024-03-12,
042a5438-e114-4f0a-8595-adc8bb69bf2e,aa24f218-b47e-4085-b03f-556769c0a4cf,Product Inquiry,Medium,Escalated,2024-12-02,2024-12-31
042b3e1e-599e-417e-9e60-f2d6c458c4f9,282c41be-9293-497e-9d87-77ea793fccec,Product Inquiry,Medium,Pending,2023-11-05,
042e2dc6-086d-4e95-984c-8bbc3304467f,e3771b49-5f93-476d-9e31-453aaa5c778a,Order Issue,High,Escalated,2024-07-02,2024-07-05
0430106a-5d16-42da-9d3a-389d3b1ae304,1b4e25ed-c0d9-4b42-b6f5-ec4f08cc0091,Complaint,High,Pending,2024-06-06,
04391c3b-1d5c-423f-815a-dcd21c88b873,1c0ea1f8-c841-4444-a658-f3f205217420,Product Inquiry,High,Open,2023-12-01,
043c7710-2030-4410-9bfa-9df136061068,becc896c-3c9a-4d9e-88d0-e7c6a8d30d1a,Payment Problem,High,Resolved,2025-08-08,2025-08-18
