return_id,transaction_id,customer_id,product_id,amount,return_reason,return_date
01f2f70f-b837-4a4d-be40-b63a3ee8bb45,0c012880-df63-4e47-8965-f658d46a5cc6,c96ce10d-73d4-415b-ab62-bfbd066e5b32,P0150,183.06,Changed mind,2024-06-25
0233eb16-6717-47c9-97b8-ea5f9b5961e6,d0839ee5-c7c2-4af6-8942-98192431ab5d,62d8e394-f826-46ec-b5b8-d55fafe877f0,P0129,215.2,Late delivery,2025-04-15
0237c226-4aaa-4609-a323-88191d347003,cc5b0d39-5c5a-4dc2-a70c-d8460d7eed2f,946fb267-e2ff-46c7-b5ca-c1cc3ebbc2af,P0115,929.3,Changed mind,2024-08-02
023be126-a001-4d4b-b56a-ce363e8d265b,ca86dae1-eeb3-400b-9194-4049f4624763,91ea46ba-738b-4bf9-8f6a-b7c7f9a22e7d,P0215,200.45,Wrong product,2025-04-03
02864dde-0dde-4ce5-87ec-3db49a309280,44426754-347e-4dfa-b71b-09594a2d2b30,c1775619-9e28-4c84-b015-90a8a957a329,P0380,605.48,Better price elsewhere,2025-04-06
02d9dd67-3a61-4d4f-ab3b-913aefb7f30d,e507d5dc-2135-4f65-b6a3-0ff5f0107efe,224e135b-c0e0-4fb7-a39c-63add637b0a3,P0336,520.15,Defective item,2025-06-15
03018b75-4459-4737-b0b4-2f3ebc395540,58fa512d-3b6f-4396-8e97-bfe9c26b7f23,00efba3f-7e06-4668-8328-a533a39aaa9b,P0375,49.94,Not as described,2024-01-20
03075849-79a5-4f64-a34a-b0dfb87071e1,92781696-095e-4006-a3f2-1554bc0e446c,b8f4bfe0-51a3-4b53-87a5-613f0be4b1e4,P0463,1564.75,Better price elsewhere,2023-12-25
03a562c9-3f0a-43d1-b018-f52944e37b3a,2c28dd98-0111-4368-b79a-b5c999a5b840,ba07e952-b798-418a-b502-3dff1e9f3234,P0115,557.58,Wrong product,2024-09-20
03b67ace-3774-4b03-8c5c-dfe5ea3fbc4f,6ff7c804-8d8f-4bb6-aa81-3914ec5677d4,85a73f4d-471b-4981-ba8c-31a1f4a00bb2,P0380,605.48,Not as described,2025-06-16
040aadaf-cd1b-45ac-9331-06837167bc4c,4e154412-2f37-49a9-9bbc-eb26a37204c7,8c6bf093-9009-468e-b28a-9c058fe487f0,P0170,680.08,Defective item,2025-01-30
045f098f-a3a0-4e5a-bd6a-9cea4af6e98b,106fd304-5ec3-46f1-9a54-cceee1011466,25271385-d821-4659-8d6a-84c72a0e55c8,P0373,1068.4,Wrong product,2025-03-20
048c3fee-294a-41d6-a2f4-ba9889537f7a,1aa2f122-9f98-4f19-9ba1-8b573548fa47,10607587-a9c1-437b-be1b-fd565a7f70d8,P0344,122.16,Better price elsewhere,2024-09-17
048deca6-14f1-4ab2-aec3-4111a12a1e0e,6f76a8a8-c524-446c-9d46-00d49ec0d734,e0a1b1d1-1a25-4c86-a585-1c6ce34fa76f,P0426,100.44,Late delivery,2024-03-12
04a73da7-27eb-4397-b979-3a6a2445fc85,24e5d518-c614-4924-ad2d-fecbc910fdda,c6af6e2e-eeb4-45ba-885e-9cc379b5f5e2,P0087,66.0,Wrong product,2024-11-11
04fede45-d255-4427-beae-43da3b35e076,1c3332a8-c6a2-4e37-afa7-3793b01a1b0a,2b4f1009-4d19-4d33-9135-b834e360d98e,P0243,246.59,Not as described,2025-05-04
0508147a-58a6-4253-bc33-1a7924669ead,b6781a28-68cb-460c-909d-0b04b5efacab,1b1c4589-d813-48ab-8c49-5af61cc26bb7,P0459,913.4,Late delivery,2024-03-17
0560330d-5e7e-4efc-9177-3e723843bc70,8e2d6188-b934-4b17-9476-0e222a17ef60,eef9b331-85d6-4c50-a7f4-316683a80d35,P0053,871.15,Not as described,2024-05-01
0573b3cb-ffae-4fbb-ba8a-597c701deb9f,aa20cc3b-e5a4-47d6-88d6-f6dadc0c344e,c081bd37-5d71-4748-87a9-b8209e955a4a,P0190,532.65,Changed mind,2024-06-26
057ff13b-0d74-4302-901e-983ab340a2d6,a0f7c6b4-e354-4c88-b8ce-a5eaaab566fa,ff0b3438-4bc5-404a-a1de-9a72e245ec59,P0408,358.85,Late delivery,2023-10-18
058918dd-5b10-4da9-8d3d-e448515c9190,3d8ebf05-18a7-491e-b9f7-b05ce9f4fa61,305bcd72-9125-4156-b31e-083f0e99674f,P0470,390.12,Better price elsewhere,2024-12-13
05acd2a8-ad0e-4bfb-987a-bd60ffbe3061,9428d628-37ad-40d3-a145-a14d4809e597,e64459aa-1af4-4267-98c6-29b6dc0e02c3,P0052,466.08,Wrong product,2025-02-28
05b50c2a-ed90-4a8d-9253-9c36099a2adf,e2b7f026-b2c7-4bd3-b500-35b21364cef5,485cd5b9-1cef-4aee-a45a-d10961ba33b9,P0456,219.03,Wrong product,2025-07-07
05be0d6b-2b4a-42e0-859d-4fa99bd19167,dd0ef3e0-040c-4945-8598-cdf5ba17666f,21a73635-740f-45a7-93a3-8ffc84938abe,P0477,359.65,Wrong product,2025-01-12
0649082f-5bcb-49f5-9171-aa8b2b5bc882,64f76297-6876-43b9-826d-49959d917d4e,030283ad-859f-4230-af83-fb6b0c87d89c,P0187,798.32,Changed mind,2025-05-09
067e2e1c-2c72-4b52-8a7f-1a5f10e5449a,9d3b84b4-48e5-4ab4-9753-44c7b06cb307,30dbe364-594b-49c0-b071-f9efbc1ee10f,P0377,353.48,Defective item,2024-03-31
0693e4af-9411-4c8a-9820-824596f1414b,5c8d16c5-fbd4-440b-8ead-69d57c62ea02,59a6576e-8401-441f-9cfb-5024e6fb0f06,P0271,216.33,Not as described,2025-01-06
06b8cd27-e22e-4b15-8c25-bd351d3bec18,41403d37-2324-462d-862e-7280f9edb620,60de6a79-a6a9-45a9-9ac3-eafe32e520e7,P0498,853.2,Defective item,2024-04-30
06bb9cc7-37c2-4374-a01f-32a108dd294b,09da956b-748c-4ff8-87f3-7b6bfd7e9e12,b55c26f1-ef40-4d2b-99ba-a98fbc9ec8df,P0398,1661.1,Defective item,2024-08-06
06d86176-4b20-4ec5-a935-0b35b8872f20,cbb30c64-b914-49e3-bd66-7641441afb78,805bf12c-aeaa-4225-9e85-8364def0fbb3,P0277,203.88,Late delivery,2024-11-14
0728dfd3-d5e2-41aa-9a52-1acba7e82e5a,ccb8e816-b383-4c39-899e-6268f379836b,88c429a4-0bda-49b2-be2c-35b89c0c50d5,P0185,135.56,Defective item,2023-12-23
07a4fcb3-6f52-48b4-9f0f-b32423c5f42e,47e91e9a-9c0e-4a28-ab31-28ba6d41f6c4,998a4b25-e676-40fa-9c68-d599ca604de4,P0042,127.01,Wrong product,2024-07-30
07bfb932-9cef-4e82-b616-4307fb2154ba,f06a68f8-8734-476e-9033-758a05933204,72c3e324-aeb6-4a27-84bb-f117663bbd2b,P0327,393.81,Defective item,2024-11-04
07c40f81-2b5e-40b7-8bac-21dc6fd89015,cc58212a-8ffc-44a2-9119-b9035da58be1,726a63e1-0cc0-42e3-9db5-de59a4cc803d,P0138,1650.95,Defective item,2024-03-09
07ef5eff-c55d-4529-9dbc-e42f42b5d71c,f52eb6a1-525a-4c7e-b5eb-f7a8d6fb0a22,7b91d864-0fc6-46ab-b49d-8e77f5898544,P0477,1438.6,Better price elsewhere,2025-05-22
08568023-224b-43e7-95b1-9f2d30c5ba63,41b41ec6-cbb6-4c58-a381-b2d63ad3f6e8,e69f5ec2-8dc9-4143-9033-d161333573b9,P0379,347.98,Late delivery,2024-07-05
08a5b42b-ad63-4f09-a54d-3f45eb82cbe5,392a566c-5a31-4367-b8b3-37887163bccd,1490eedd-975e-476d-af3c-0f0a7d98a71a,P0093,212.26,Defective item,2024-12-26
08de50d1-7824-41de-89ea-7a4be8f1af86,f79aa63e-e9a1-409f-8d6e-0d12498a4bee,ff098998-26dd-4f0a-92eb-65a3e1f153a6,P0212,56.34,Wrong product,2023-12-04
08e70480-4c6c-4d54-8612-14ef6cc41c3e,13b7b54c-78a4-4dad-b258-1c1d7b744438,46d99026-9e49-40b7-be38-43f83c795a0b,P0039,16.23,Defective item,2024-03-13
09063112-d056-4b4f-8981-4a1fd6758d00,f39c5785-ced1-4ec8-bd23-72d3f73fa9d9,b82eab35-4377-4a63-97d0-be10e92daba9,P0136,266.82,Defective item,2025-03-03
095f75ef-f744-481c-bbec-e6d5175b76f4,b923d11b-9588-4212-ac31-8c07e47b2784,169f25f1-b716-4263-a8f0-850cc5ef8079,P0019,1448.08,Not as described,2023-11-29
096e013b-9177-4be9-b840-c964fa8b920b,61cc076d-191c-4bf9-bcd0-55f6a49dfc6a,cbf4ed17-db66-4882-a6f2-e2db05a52d1f,P0153,61.12,Defective item,2024-05-10
0971ba7b-b318-459c-8171-b0df53c43bd2,59ccd991-1aec-48bc-a05a-7d7af5479baf,2601cbc3-dac4-4017-8774-de6a7c505edb,P0138,990.57,Not as described,2025-06-10
09745bc1-6b57-4727-8bc7-526b3fb6f32e,fa8f53e7-e380-402c-be69-9791439851bc,faab1b30-8fec-4bc2-bdc9-94c2daf375d8,P0163,171.81,Changed mind,2025-06-04
09766c63-1444-4908-8ef7-1961f5792184,03da1cbf-02b7-4299-b4ae-b467af36e71d,4255f053-1313-4faa-83b9-590ac865869f,P0232,1096.3,Wrong product,2023-12-25
09809123-4f23-4aac-bed1-c95caac37c4a,226da444-3fac-4678-be89-f8687e28a78a,9305cb88-fc54-4984-a5b0-67042868677d,P0291,905.31,Wrong product,2025-09-10
09e5f543-05cf-4b91-9d1e-b647c1b72908,efcdb90b-8199-4d18-b69e-40261a23f78b,0731b18e-241e-484a-b166-d1a2ba1955bb,P0073,472.48,Not as described,2024-12-11
0a481d98-0656-4ef3-8314-020edf577585,8c1c2cbd-de8b-4134-ac14-9aac535aa038,25547eb1-8a13-474b-98fc-7e59a0d78e10,P0056,379.95,Late delivery,2024-03-25
0a854c4e-2eb0-4b03-81f1-074e96dfd914,35d65071-0162-4f8a-a262-18cd684c4213,27f4c052-51f3-4d05-94bb-a38ab4deb45e,P0085,429.3,Better price elsewhere,2024-07-03
0a976668-ecba-412c-bcc7-0e729f881a93,c956de85-44e3-44cb-aee0-afa34f49f155,12510fae-fca5-48de-8429-9630f9d72373,P0218,528.05,Wrong product,2024-08-15
0b056ebb-5313-4ad8-b0d4-c85aa841e478,9c966735-246f-4d63-bc38-0106eeae192c,fd42c2b3-73a5-4b6c-98d8-0922cabc7edf,P0023,1459.55,Changed mind,2024-07-24
0b1c52c4-6032-422d-a30d-42f1f7c4d2a8,128c906e-dc65-4398-8c6f-63b371ee0474,29c39405-06cb-487a-96bd-1007cc966551,P0437,1285.55,Changed mind,2024-01-11
0c835811-2781-429c-8049-c553ffacf07e,593659c5-5cff-402b-955d-f935d961633f,1801e6e0-da2b-4258-94be-054402aefe9e,P0407,195.44,Better price elsewhere,2023-12-24
0c870263-7527-491b-a5f6-8171f6fd5baf,9f81398a-376f-45e0-8c61-b36c5bf8f1de,9a37922a-ceb4-4620-ae62-8e066fc2dd82,P0186,644.34,Defective item,2024-04-22
0d175b08-b908-446d-bdca-5e1b11a7f94d,8a8c9ebc-961e-49cb-869d-9a4b7c46484c,b8682162-b6b4-4ee8-8380-31bc01bf0bd3,P0402,636.63,Wrong product,2023-12-13
0d19d99c-36dd-418a-99d8-b0723238a474,153d73de-c9ce-4683-b9db-4a55ea61d4da,737415bc-d581-4d6b-b295-12c43d308391,P0394,119.37,Wrong product,2025-01-27
0d4b906c-8531-4536-a8c5-aba6e76c2481,7500c270-8d12-4a47-a627-ee146d925426,e57ef1ee-d391-45fb-915c-7fe5cbac8f49,P0452,93.22,Changed mind,2024-12-17
0d6608fd-b651-4d34-8f7b-a6ce4ae33d21,a1208688-a9c4-4620-ba98-724b5e0d54b5,f72bd9bf-9460-42e0-a0fb-1bcfbe59131f,P0320,119.16,Wrong product,2024-03-28
0d816b7f-bd9a-421c-a1a6-7746d7bac6f5,302942ca-dacd-47d7-813b-edcb909fb71b,4dc19c7b-a66b-4bac-a1f4-769b024de668,P0151,435.1,Not as described,2024-07-21
0e04492b-e8e9-406c-8c4a-a85baf368ef4,90865812-afa3-4046-ac22-c65a43361438,ede18be2-a33c-42bc-9f83-cd65aebafd14,P0338,198.75,Wrong product,2025-05-12
0e0fb26e-54e4-4407-88e7-622dcd7dd590,beeabead-a281-416a-8e8a-caf8a78a7b81,aa92b15b-1c21-434d-bc67-9f2efbef1ee8,P0173,707.42,Changed mind,2025-02-02
0e1a1906-1bc0-44d1-8f4a-c165d39ae2ad,e0a10486-fb72-4e80-bc14-78d7021c94c2,c42e7c58-b378-44c9-af1a-b2be2a67687c,P0466,173.58,Defective item,2025-07-17
0e2facc7-1e52-496f-97ce-de601abc1e25,482a5da7-eb57-4a69-bd7b-a883c62c5dd6,c39604e5-afa6-441b-a746-f5c53371d15a,P0230,860.37,Better price elsewhere,2025-06-25
0e62e1f6-7d2d-4a6a-818a-7f51ea8768b2,508b723b-f52f-4a0c-a4b6-b19c504b1399,918b45f9-cf3a-484c-812c-c3d27c24cbd8,P0447,344.3,Changed mind,2025-02-09
0ea2686a-4dd1-45fd-b74b-e164ebb6d721,8785a703-d932-4b34-80cd-83833c7a52a5,3a194975-a7c5-44ec-a46e-68f1a1a64718,P0478,242.34,Not as described,2024-02-22
0ecd9423-c3b5-43ac-9415-e6788d5af210,9fed5699-17ff-47b0-bbd1-85f72d3f0ef5,b72c5abb-e8dd-449c-9e4d-f7c127eaafd1,P0049,619.62,Late delivery,2024-01-19
0ee22d27-0d69-485f-87eb-0b76e64cb3b0,f08d08e9-cda9-4786-9172-98a6252f6c14,9f3e1481-a859-4f22-9947-97fc64f317a1,P0469,408.84,Better price elsewhere,2024-01-15
0f2deb50-39eb-443e-99f5-2a440d862c13,19e5137b-c253-47c8-8e0f-ee131e606ab0,ceb20762-721d-441f-add3-f0d5f04b80c0,P0191,353.96,Wrong product,2023-12-21
0f3d3888-3dd0-49cf-9497-acf8022d0ad1,62a20eaf-c822-45a5-8596-b44965d17661,7ca19055-fffa-47d7-9b93-4b0fb19e702d,P0210,2129.0,Wrong product,2024-04-22
0f613100-0252-4af9-9b31-ab41786166ab,de6e9855-b123-4b5a-98ec-972213083ea3,ecec09dd-bf7e-45b5-8e59-7f462689a30c,P0198,93.6,Not as described,2024-05-27
0f61896b-eaaa-4e05-81c4-1bd2182649db,eb2c1b30-64c4-4765-a917-52c1dbdadc1a,f3c18e4c-112f-496a-9100-cf9ac49807ca,P0429,1354.72,Not as described,2024-10-22
0f9bfb38-81b9-4562-a522-da0e40d13d22,0713fc7c-f760-47dd-8257-0270b536f697,9271aa13-c424-41f7-94ea-d829c14fb369,P0321,1402.88,Better price elsewhere,2025-06-04
0fa3a76e-fb8c-42e3-b2de-b9d251957d90,45f90ba2-93f6-49ac-a892-65e7bd0df4dc,70211244-7793-4457-aca6-0a9e4226fab3,P0099,300.76,Changed mind,2025-03-06
0fa66afd-8c9c-4fd9-8e21-b41cc1e259dd,971c2185-a279-41a3-a143-fa23dd502a61,dca65d2e-85b6-4b69-ba1e-80a367500ffc,P0138,1320.76,Late delivery,2025-01-26
0fb5d0bc-01a0-469d-a586-17b4087417c8,6a750235-52c0-40bc-8ae1-d35d68528e36,f0f999db-cf56-48a9-b0ae-6545b7e35602,P0254,303.12,Not as described,2025-02-17
0fdcb833-61bf-4943-add8-7fbceb1e09d0,589db792-ccaa-4654-aeaa-cf4fd49bc685,13eb27b1-6d86-4d0b-8031-1fa77618c8b9,P0418,835.7,Changed mind,2024-04-17
0fe2defd-515e-4361-b5f7-51207fc090cb,a10eb432-d62e-4add-ac37-83b1599c6bf8,3c12158e-3aac-42f1-af1c-6ca396a43c44,P0279,1564.95,Changed mind,2025-06-28
1043395f-fd02-4790-93c2-c7243acb4cae,ab35d435-d734-4ac9-82c5-316b941101c5,12ebc5c0-adf9-49a3-81aa-7a68a62f4b02,P0425,178.64,Changed mind,2024-07-15
10691c39-8aaa-45ef-990b-5a2cf346c516,29ef13a5-c048-414c-98ce-0fb773beae2c,8168c46c-1320-429d-8bad-18f3eb934a11,P0458,769.6,Better price elsewhere,2024-12-21
10715532-22ba-42a0-a7cb-7a57bd3f0822,72967991-7bab-4978-ae9a-21f2763bf2bb,34dc991c-c273-4def-9de8-5bd8d33fb7f3,P0174,415.8,Late delivery,2024-12-06
10fc7bcf-41aa-4dc9-852e-9996ee1acfb9,c6ce558b-ee2d-4acf-91bb-f76d38ea517a,072c7aeb-4735-4f74-875b-90c2a302fb73,P0006,83.59,Wrong product,2024-06-16
110c1b60-0b50-49fd-b864-1c4baba48fbd,ba6ac025-fc3f-4ec2-a022-9a1e10521d96,3ae6ded8-19cf-4364-826d-d8cada44af39,P0300,753.2,Defective item,2024-10-19
117b2bfd-ae0b-46e5-a230-02ab77d73d81,6616dfb0-3a51-433c-b320-d9e56a125f5a,5a84c43c-1a6e-496e-b4bd-919a59272b72,P0089,322.56,Better price elsewhere,2024-12-31
118d638d-f272-476a-b735-ddae80a3ccdd,1bad5366-73ca-4345-97bd-beac444a42ef,da87e7f7-6dfe-499a-9f3d-73cfd6213bc0,P0069,1697.4,Late delivery,2024-07-24
11b9dea3-b72e-4f69-9aa5-4582746008f0,fdca9790-48d0-46d3-85fc-f6424a544e83,bfe478cf-77bc-489a-b8bc-d588cda20d66,P0451,126.8,Late delivery,2025-02-15
11d10f01-0379-43f3-a4a2-e32268575bfd,78324c3e-ab36-4a11-a99a-228438b5a585,c3a8af3c-5e5d-46c4-b16d-3244a84d38cd,P0130,445.88,Defective item,2023-12-13
121e66a4-61d4-49e0-98f3-5761e8a13622,ec0d0938-c185-461a-8556-30875bed47d2,09563716-ec91-4771-bb75-6018fa1dd496,P0416,37.01,Not as described,2024-02-12
124cc972-4998-4c2a-910a-04b8c73a2a22,4d0131a3-0266-4d75-9b01-0cc106c56e2a,d5b42339-f786-457c-bf7b-b585339d917c,P0111,811.5,Not as described,2023-11-03
127c18dc-8475-4e46-957e-aba41f9e4cf9,368b0b4b-438f-47a8-8e44-16e79323ea27,6d770559-cbe7-4cf5-b78f-a13f41eb57dc,P0204,99.0,Wrong product,2024-06-01
12800199-8a43-45ee-b4b7-d807f89a4217,88291afd-fc93-4732-93e1-7bcfd1aff608,36d23a75-fbbe-4f8f-be75-3658f0b68de7,P0465,678.02,Changed mind,2025-06-20
12a49d57-d62b-4f96-aebb-4c48a40b19e0,15618742-cf6a-407d-92c7-b16f485658c3,000c1337-f9ce-43f1-aa8a-16ab3bf8be7f,P0378,558.0,Better price elsewhere,2024-04-11
12e52479-eb44-4cef-9b3b-c7c04f949ac1,90cfae61-4c5d-4a13-9d27-f8b6703be911,2f938eb3-ab75-4c7a-b280-0a558301fc97,P0420,96.29,Wrong product,2025-05-18
134dc304-74f4-4b98-90be-19d0e35448f7,f9a821e9-5e8d-48de-b791-9f20488d0d17,307b6f0c-0f54-40a1-ad6c-3428a0c9e7c1,P0059,1214.85,Not as described,2025-01-27
136dba2f-ce2c-4853-ae8f-d994a2586d76,c4afc52c-e8e2-4e13-b2aa-155d035e24e1,b0ed2500-d0ad-4281-bc99-8a3c7de35d02,P0035,1093.6,Late delivery,2025-01-31
13bdd67f-3c40-4cc4-bbca-f568d440acca,06e7b9e0-30ed-46b6-aee1-95e7ebf25107,3c6b980d-130c-4025-9a02-f926ec1800db,P0437,514.22,Changed mind,2024-06-27
146fcc65-04cf-485f-b32c-31f30640be38,673f8d46-6638-42ac-aa6e-3f6c6ea0dc5d,5b54c3ec-829c-4594-ad14-496b8ccbd449,P0409,105.66,Changed mind,2024-12-25
14983984-44ed-410f-b6ed-f312b2cbdb9d,09e337f3-68b6-48a6-9a82-e668bb86d325,34140d2c-df9a-46c5-95fe-5f264e20f16a,P0338,159.0,Better price elsewhere,2023-11-28
14e8a8fd-f242-4652-8f13-547c62c8e745,73408756-db20-4bf5-b60d-c67304d649ec,39036c77-8a4b-47c7-9468-b3df06a31652,P0248,415.72,Not as described,2025-02-27
14ea2a1d-fc87-4f51-970d-e9c589a91c44,56dba7a2-fb65-4c7e-a300-f8a47282a38d,244edb00-7c72-4dda-9c30-8127cb2aa301,P0439,282.61,Defective item,2025-02-15
154d944a-8f57-483f-8e09-0ce5ebb57927,79ae9611-6628-4ffb-9ef2-eef3fdac9050,22b51c12-00f4-4fb7-827a-0649ae02d5bd,P0383,96.12,Wrong product,2025-05-20
15525375-5d9d-4910-81a3-fabf3beb8a78,aad553d7-9522-4836-9daf-2fe08f8f2d92,040a7d41-a7c8-408f-9094-a761bf284f4e,P0418,501.42,Late delivery,2025-08-28
1563e1c6-0609-43fa-a838-817e64c76f93,ecd6c33a-7ac3-44ec-988f-7a05b18ff02b,73cb8f23-201e-40cb-9b4f-a9842166a310,P0419,475.92,Wrong product,2024-05-11
16125ec6-ea70-43ab-8f09-148ef0a6999b,8f5d8070-a7c8-433a-93fb-3d3a0b22c836,d9585db0-0c56-4541-808d-0de3c4415401,P0060,1027.4,Defective item,2024-05-21
16f050b1-a7c3-4c2d-b823-f1fb5d2f9904,7c8be5f6-5ac6-44eb-a899-083ec2083d28,acccadcf-32a6-4e38-b89b-555b3f32f492,P0395,30.96,Late delivery,2025-05-27
1746469f-5379-4fa6-8818-ffb33b633e68,8e67f447-760e-4997-bddf-f805b1b45d12,ce8ad26e-4e41-4d08-868c-b06f7f46d0c6,P0158,1825.85,Defective item,2024-12-26
17ad6b30-ca25-4574-9437-696e529961ca,bb527b4a-a087-4ce3-a1dd-5f842bffabab,9962a33b-5f93-45ab-bbdf-547b826afa17,P0323,1955.45,Wrong product,2024-03-26
17fabb02-7af3-4165-ae1a-3f871dec946f,8d2288cd-d169-41d1-965b-f0ba289822ef,c567c837-4a72-4135-b815-1d6b07524009,P0192,701.52,Late delivery,2025-04-29
1812d6d7-59f5-4633-b202-423d06c8e9f1,0653e97a-7b92-47a0-b621-49acddc7ad91,83c2d646-c6e6-4902-9397-4296f0e335eb,P0009,119.05,Not as described,2024-01-21
183d5e7e-cc95-4cd5-bc8a-7a808cac302c,c962ccf9-2f1a-4990-abff-e3ba5aeae428,4decc7eb-1ad0-4e83-a84e-b170dfffbe35,P0435,361.45,Better price elsewhere,2025-03-14
18943ad0-8466-4b75-83ac-983227f6a3e1,0decb3c1-50d7-4d78-95a3-094563146571,0fcdd6f7-ff61-42c3-8aa7-655306ba154d,P0323,1173.27,Wrong product,2024-04-29
18d5c83b-1d7c-43a9-ad85-d76d7119ac6a,483b3eb0-dcd9-43a5-bc92-3744c42f0dc2,54412668-3160-4df9-946a-40d2f8ec3c9c,P0471,40.76,Defective item,2024-12-01
1904cdec-4417-43f4-94ab-d7253af1928b,6f92558d-0850-4f4e-bf04-c68dd82b3a25,dbc5363f-aad0-4d6f-ae1e-ce645cd8ccce,P0067,131.82,Not as described,2023-12-30
190d9b0d-9eeb-4d02-9428-a4405a04bf03,a55bb0cd-069b-41ca-962d-913a2ce7ca71,ec403503-4860-4a64-ab3c-c1972282556e,P0115,185.86,Late delivery,2025-01-05
190f2b64-0f0e-405b-9410-79b9a9205961,88638505-0f58-4ba9-a609-b72b84fa96f3,6c903163-50bd-441a-a5c3-d8caec9102b6,P0029,190.86,Late delivery,2024-02-05
1930ae35-5f35-4d26-87a0-10640a9a74c2,b494458d-e447-43ba-8ea5-91d94a5ff94c,128cabb3-215e-4e45-b88e-ff33b309350e,P0333,396.85,Not as described,2024-11-06
19c116e0-d4d7-4474-84be-ab2bb924ea6c,8f016c94-8550-4298-b72d-763b36ca7899,45a26707-7c91-4216-8303-192438187a83,P0046,529.5,Better price elsewhere,2024-12-23
19ebe0f1-3dce-4768-9c12-c69fffc67dd7,2e94b7a7-93e2-4629-ae6e-9f8195f29041,1008aef8-08a6-44b3-97b6-f252f8856576,P0049,206.54,Not as described,2025-04-18
19ee0ee1-32d8-4420-8fdd-f80ca41feffa,fb190783-299f-427c-9591-dd089ffe71de,a77feeca-c7f7-4f50-9799-bda8165eaedf,P0045,974.1,Wrong product,2024-02-10
1a1e397d-abc6-43ad-9ee6-ce361bd7dcff,d72e2b1c-52c8-4fc5-a42f-7ed584441423,cad91a0b-bef1-4339-bada-a7ebd710d592,P0453,745.9,Changed mind,2024-02-17
1a419686-05a5-453d-9efa-4c9bcd0fe48a,2b57a8f3-05f4-42d7-8070-18b001f616c0,1332f981-2011-46a2-a5a7-3a1767a1122a,P0363,184.05,Not as described,2025-04-28
1aadeaca-a4a6-45f6-b127-26f44a79a03f,042c3b7b-0790-447c-9884-5220aa902126,035111ae-6376-4482-b3dc-dc6581614a8e,P0221,242.2,Not as described,2024-05-08
1ac38910-bcf9-4723-9b93-6d6e9aa4992c,0c6143b9-13bc-44e3-95eb-55fec1be3d3b,bcfdfd18-d3a7-4975-af95-e600559b6e65,P0228,98.67,Better price elsewhere,2024-02-08
1b051ab5-826e-4640-8db1-30f7b2b8e3ef,ecdaa6be-b6c5-475b-93e6-0b92872b513b,ebc88d04-2c77-42fa-b193-b4b5db1744de,P0458,962.0,Better price elsewhere,2025-01-10
1b52e5b9-6c2e-4df4-bb52-2d6ac499fe34,0ca4cbc9-2cd9-49f1-9641-cdc342e9170b,0aa5de15-c578-4a5c-9824-bdf7414501fe,P0049,826.16,Changed mind,2023-11-12
